event_id_cnty,event_date,year,event_type,sub_event_type,admin1,admin2,location,latitude,longitude,fatalities,notes
GHA646,2013-04-19,2013,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.521,-1.9267,0,Event recorded in Ashanti on 2013-04-19
GHA647,2013-04-30,2013,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.6929,-1.3998,1,Event recorded in Ashanti on 2013-04-30
GHA648,2013-05-24,2013,Riots,Riots,Ashanti,Ashanti,Ashanti,6.4101,-1.6374,0,Event recorded in Ashanti on 2013-05-24
GHA649,2013-06-15,2013,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.4501,-1.7347,0,Event recorded in Ashanti on 2013-06-15
GHA650,2013-06-23,2013,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.7113,-1.1095,1,Event recorded in Ashanti on 2013-06-23
GHA651,2013-06-25,2013,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.357,-0.8706,0,Event recorded in Ashanti on 2013-06-25
GHA652,2013-07-06,2013,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.9463,-2.1208,0,Event recorded in Ashanti on 2013-07-06
GHA653,2013-07-16,2013,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,7.3075,-1.5872,0,Event recorded in Ashanti on 2013-07-16
GHA654,2013-07-29,2013,Battles,Battles,Ashanti,Ashanti,Ashanti,6.8263,-1.5096,0,Event recorded in Ashanti on 2013-07-29
GHA655,2013-08-31,2013,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.8996,-1.6664,0,Event recorded in Ashanti on 2013-08-31
GHA656,2013-09-15,2013,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.7371,-1.6583,0,Event recorded in Ashanti on 2013-09-15
GHA657,2013-11-09,2013,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.8977,-1.3496,0,Event recorded in Ashanti on 2013-11-09
GHA658,2013-11-14,2013,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7697,-1.9547,0,Event recorded in Ashanti on 2013-11-14
GHA659,2013-12-29,2013,Riots,Riots,Ashanti,Ashanti,Ashanti,6.9689,-1.6546,0,Event recorded in Ashanti on 2013-12-29
GHA660,2014-04-01,2014,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,6.1409,-2.7414,0,Event recorded in Ashanti on 2014-04-01
GHA661,2014-05-06,2014,Protests,Protests,Ashanti,Ashanti,Ashanti,6.8609,-1.4638,0,Event recorded in Ashanti on 2014-05-06
GHA662,2014-05-09,2014,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.7079,-1.6599,0,Event recorded in Ashanti on 2014-05-09
GHA663,2014-05-17,2014,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.422,-1.6035,0,Event recorded in Ashanti on 2014-05-17
GHA664,2014-06-03,2014,Riots,Riots,Ashanti,Ashanti,Ashanti,7.0953,-1.7337,0,Event recorded in Ashanti on 2014-06-03
GHA665,2014-06-26,2014,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.793,-1.4415,0,Event recorded in Ashanti on 2014-06-26
GHA666,2014-06-30,2014,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.4478,-1.1462,0,Event recorded in Ashanti on 2014-06-30
GHA667,2014-07-22,2014,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.4047,-1.632,0,Event recorded in Ashanti on 2014-07-22
GHA668,2014-08-02,2014,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.333,-1.4626,0,Event recorded in Ashanti on 2014-08-02
GHA669,2014-09-19,2014,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.787,-1.9916,1,Event recorded in Ashanti on 2014-09-19
GHA670,2014-10-15,2014,Protests,Protests,Ashanti,Ashanti,Ashanti,6.8316,-1.4454,0,Event recorded in Ashanti on 2014-10-15
GHA671,2014-10-30,2014,Battles,Battles,Ashanti,Ashanti,Ashanti,6.5085,-1.3565,1,Event recorded in Ashanti on 2014-10-30
GHA672,2014-12-22,2014,Protests,Protests,Ashanti,Ashanti,Ashanti,6.5845,-1.7679,0,Event recorded in Ashanti on 2014-12-22
GHA673,2015-01-19,2015,Protests,Protests,Ashanti,Ashanti,Ashanti,6.2825,-2.0241,0,Event recorded in Ashanti on 2015-01-19
GHA674,2015-02-10,2015,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,7.0197,-1.3971,3,Event recorded in Ashanti on 2015-02-10
GHA675,2015-04-14,2015,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,6.7778,-1.2418,0,Event recorded in Ashanti on 2015-04-14
GHA676,2015-05-03,2015,Riots,Riots,Ashanti,Ashanti,Ashanti,6.9308,-1.3129,0,Event recorded in Ashanti on 2015-05-03
GHA677,2015-05-13,2015,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.8014,-1.8064,0,Event recorded in Ashanti on 2015-05-13
GHA678,2015-05-15,2015,Battles,Battles,Ashanti,Ashanti,Ashanti,6.8133,-1.2873,1,Event recorded in Ashanti on 2015-05-15
GHA679,2015-05-16,2015,Protests,Protests,Ashanti,Ashanti,Ashanti,6.9471,-1.0975,0,Event recorded in Ashanti on 2015-05-16
GHA680,2015-06-01,2015,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.5841,-1.7007,0,Event recorded in Ashanti on 2015-06-01
GHA681,2015-06-13,2015,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.4619,-1.9348,0,Event recorded in Ashanti on 2015-06-13
GHA682,2015-08-01,2015,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.8473,-0.6403,0,Event recorded in Ashanti on 2015-08-01
GHA683,2015-10-17,2015,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7122,-0.7551,0,Event recorded in Ashanti on 2015-10-17
GHA684,2015-11-14,2015,Battles,Battles,Ashanti,Ashanti,Ashanti,6.9859,-1.3519,1,Event recorded in Ashanti on 2015-11-14
GHA685,2015-11-23,2015,Protests,Protests,Ashanti,Ashanti,Ashanti,6.4603,-1.0958,0,Event recorded in Ashanti on 2015-11-23
GHA686,2015-12-01,2015,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.7673,-1.6389,0,Event recorded in Ashanti on 2015-12-01
GHA687,2015-12-08,2015,Riots,Riots,Ashanti,Ashanti,Ashanti,6.6875,-1.7018,0,Event recorded in Ashanti on 2015-12-08
GHA688,2015-12-11,2015,Protests,Protests,Ashanti,Ashanti,Ashanti,6.9736,-1.8646,0,Event recorded in Ashanti on 2015-12-11
GHA689,2015-12-21,2015,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,7.075,-2.1317,0,Event recorded in Ashanti on 2015-12-21
GHA690,2015-12-22,2015,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.8469,-1.6042,0,Event recorded in Ashanti on 2015-12-22
GHA691,2016-01-04,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.5363,-1.4648,0,Event recorded in Ashanti on 2016-01-04
GHA692,2016-01-06,2016,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.3694,-1.8445,0,Event recorded in Ashanti on 2016-01-06
GHA693,2016-01-09,2016,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7435,-1.6563,0,Event recorded in Ashanti on 2016-01-09
GHA694,2016-01-28,2016,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.5917,-1.8177,1,Event recorded in Ashanti on 2016-01-28
GHA695,2016-02-04,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.3344,-1.6596,0,Event recorded in Ashanti on 2016-02-04
GHA696,2016-02-17,2016,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.4255,-2.0448,0,Event recorded in Ashanti on 2016-02-17
GHA697,2016-02-27,2016,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.6527,-1.5504,0,Event recorded in Ashanti on 2016-02-27
GHA698,2016-03-09,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.9007,-2.2159,0,Event recorded in Ashanti on 2016-03-09
GHA699,2016-03-23,2016,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.7083,-1.6798,3,Event recorded in Ashanti on 2016-03-23
GHA700,2016-04-07,2016,Battles,Battles,Ashanti,Ashanti,Ashanti,6.5627,-1.7311,0,Event recorded in Ashanti on 2016-04-07
GHA701,2016-04-09,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.4871,-1.4782,0,Event recorded in Ashanti on 2016-04-09
GHA702,2016-04-25,2016,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7798,-1.6341,0,Event recorded in Ashanti on 2016-04-25
GHA703,2016-04-27,2016,Battles,Battles,Ashanti,Ashanti,Ashanti,6.3177,-2.0266,0,Event recorded in Ashanti on 2016-04-27
GHA704,2016-04-28,2016,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.0961,-1.5935,0,Event recorded in Ashanti on 2016-04-28
GHA705,2016-05-05,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.9312,-1.0692,0,Event recorded in Ashanti on 2016-05-05
GHA706,2016-05-09,2016,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,7.0383,-1.6636,3,Event recorded in Ashanti on 2016-05-09
GHA707,2016-05-11,2016,Battles,Battles,Ashanti,Ashanti,Ashanti,6.6244,-1.7867,2,Event recorded in Ashanti on 2016-05-11
GHA708,2016-05-12,2016,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.4316,-0.8884,0,Event recorded in Ashanti on 2016-05-12
GHA709,2016-05-31,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.4733,-1.8611,0,Event recorded in Ashanti on 2016-05-31
GHA710,2016-06-13,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7062,-1.7916,0,Event recorded in Ashanti on 2016-06-13
GHA711,2016-07-08,2016,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7989,-2.1883,0,Event recorded in Ashanti on 2016-07-08
GHA712,2016-07-17,2016,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.5749,-1.7111,0,Event recorded in Ashanti on 2016-07-17
GHA713,2016-07-25,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.3793,-1.5043,0,Event recorded in Ashanti on 2016-07-25
GHA714,2016-07-29,2016,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.4951,-1.2401,0,Event recorded in Ashanti on 2016-07-29
GHA715,2016-11-04,2016,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.4068,-1.4895,1,Event recorded in Ashanti on 2016-11-04
GHA716,2016-11-06,2016,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.3991,-1.216,0,Event recorded in Ashanti on 2016-11-06
GHA717,2016-12-01,2016,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.4493,-1.503,0,Event recorded in Ashanti on 2016-12-01
GHA718,2016-12-07,2016,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.1296,-1.435,0,Event recorded in Ashanti on 2016-12-07
GHA719,2016-12-17,2016,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,7.1377,-1.7898,0,Event recorded in Ashanti on 2016-12-17
GHA720,2016-12-21,2016,Battles,Battles,Ashanti,Ashanti,Ashanti,6.4789,-1.2716,2,Event recorded in Ashanti on 2016-12-21
GHA721,2016-12-23,2016,Protests,Protests,Ashanti,Ashanti,Ashanti,6.3461,-1.0314,0,Event recorded in Ashanti on 2016-12-23
GHA722,2017-01-11,2017,Riots,Riots,Ashanti,Ashanti,Ashanti,6.4861,-1.6141,0,Event recorded in Ashanti on 2017-01-11
GHA723,2017-02-03,2017,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.6899,-1.7082,0,Event recorded in Ashanti on 2017-02-03
GHA724,2017-02-24,2017,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.4072,-1.448,0,Event recorded in Ashanti on 2017-02-24
GHA725,2017-05-29,2017,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,7.56,-1.6174,0,Event recorded in Ashanti on 2017-05-29
GHA726,2017-05-31,2017,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.8526,-1.5992,4,Event recorded in Ashanti on 2017-05-31
GHA727,2017-06-02,2017,Battles,Battles,Ashanti,Ashanti,Ashanti,6.682,-1.2805,1,Event recorded in Ashanti on 2017-06-02
GHA728,2017-07-16,2017,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.867,-1.5473,1,Event recorded in Ashanti on 2017-07-16
GHA729,2017-08-05,2017,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.8853,-2.4103,0,Event recorded in Ashanti on 2017-08-05
GHA730,2017-08-24,2017,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,6.7985,-1.4661,0,Event recorded in Ashanti on 2017-08-24
GHA731,2017-09-14,2017,Battles,Battles,Ashanti,Ashanti,Ashanti,6.8961,-1.9354,0,Event recorded in Ashanti on 2017-09-14
GHA732,2017-10-22,2017,Riots,Riots,Ashanti,Ashanti,Ashanti,6.3089,-1.7609,0,Event recorded in Ashanti on 2017-10-22
GHA733,2017-10-23,2017,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.7867,-1.9111,2,Event recorded in Ashanti on 2017-10-23
GHA734,2017-11-16,2017,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7835,-1.7284,0,Event recorded in Ashanti on 2017-11-16
GHA735,2017-12-05,2017,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7221,-1.9474,0,Event recorded in Ashanti on 2017-12-05
GHA736,2017-12-07,2017,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,6.1894,-1.786,0,Event recorded in Ashanti on 2017-12-07
GHA737,2018-01-22,2018,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.0171,-1.8399,3,Event recorded in Ashanti on 2018-01-22
GHA738,2018-01-27,2018,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7299,-1.9018,0,Event recorded in Ashanti on 2018-01-27
GHA739,2018-02-12,2018,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.5478,-2.106,2,Event recorded in Ashanti on 2018-02-12
GHA740,2018-04-16,2018,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.5701,-1.7575,0,Event recorded in Ashanti on 2018-04-16
GHA741,2018-04-19,2018,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.484,-1.4728,0,Event recorded in Ashanti on 2018-04-19
GHA742,2018-05-06,2018,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.7867,-2.2654,0,Event recorded in Ashanti on 2018-05-06
GHA743,2018-05-30,2018,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.8911,-1.236,1,Event recorded in Ashanti on 2018-05-30
GHA744,2018-07-27,2018,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,6.6401,-1.9307,0,Event recorded in Ashanti on 2018-07-27
GHA745,2018-08-08,2018,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.8991,-2.4566,0,Event recorded in Ashanti on 2018-08-08
GHA746,2018-09-11,2018,Battles,Battles,Ashanti,Ashanti,Ashanti,6.875,-1.5441,0,Event recorded in Ashanti on 2018-09-11
GHA747,2018-10-06,2018,Riots,Riots,Ashanti,Ashanti,Ashanti,6.8933,-1.6219,0,Event recorded in Ashanti on 2018-10-06
GHA748,2018-10-10,2018,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,7.0529,-1.653,1,Event recorded in Ashanti on 2018-10-10
GHA749,2018-11-08,2018,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.4742,-1.7724,0,Event recorded in Ashanti on 2018-11-08
GHA750,2018-11-11,2018,Protests,Protests,Ashanti,Ashanti,Ashanti,6.3428,-1.5517,0,Event recorded in Ashanti on 2018-11-11
GHA751,2018-12-16,2018,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.8762,-1.8732,1,Event recorded in Ashanti on 2018-12-16
GHA752,2019-01-02,2019,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.5963,-1.5531,0,Event recorded in Ashanti on 2019-01-02
GHA753,2019-01-07,2019,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.6864,-1.6871,0,Event recorded in Ashanti on 2019-01-07
GHA754,2019-01-12,2019,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.9428,-1.6443,0,Event recorded in Ashanti on 2019-01-12
GHA755,2019-01-14,2019,Protests,Protests,Ashanti,Ashanti,Ashanti,6.5955,-1.3635,0,Event recorded in Ashanti on 2019-01-14
GHA756,2019-02-02,2019,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7518,-1.4954,0,Event recorded in Ashanti on 2019-02-02
GHA757,2019-02-06,2019,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.2864,-2.0537,1,Event recorded in Ashanti on 2019-02-06
GHA758,2019-03-23,2019,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.562,-1.8279,1,Event recorded in Ashanti on 2019-03-23
GHA759,2019-05-03,2019,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.9703,-2.125,2,Event recorded in Ashanti on 2019-05-03
GHA760,2019-05-10,2019,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.9663,-1.6414,0,Event recorded in Ashanti on 2019-05-10
GHA761,2019-05-27,2019,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.7949,-2.1813,0,Event recorded in Ashanti on 2019-05-27
GHA762,2019-06-26,2019,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.7663,-1.2822,0,Event recorded in Ashanti on 2019-06-26
GHA763,2019-07-01,2019,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7412,-2.1292,0,Event recorded in Ashanti on 2019-07-01
GHA764,2019-08-25,2019,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.7781,-1.7592,0,Event recorded in Ashanti on 2019-08-25
GHA765,2019-08-28,2019,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.7974,-1.5355,4,Event recorded in Ashanti on 2019-08-28
GHA766,2019-09-12,2019,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.7569,-1.7835,0,Event recorded in Ashanti on 2019-09-12
GHA767,2019-10-10,2019,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.7457,-1.9571,3,Event recorded in Ashanti on 2019-10-10
GHA768,2019-10-23,2019,Explosions/Remote violence,Explosions/Remote violence,Ashanti,Ashanti,Ashanti,6.702,-1.7453,0,Event recorded in Ashanti on 2019-10-23
GHA769,2019-11-15,2019,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7329,-1.6797,0,Event recorded in Ashanti on 2019-11-15
GHA770,2019-11-17,2019,Protests,Protests,Ashanti,Ashanti,Ashanti,6.8235,-1.4872,0,Event recorded in Ashanti on 2019-11-17
GHA771,2019-11-26,2019,Protests,Protests,Ashanti,Ashanti,Ashanti,5.8547,-1.4347,0,Event recorded in Ashanti on 2019-11-26
GHA772,2020-01-02,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7084,-1.619,0,Event recorded in Ashanti on 2020-01-02
GHA773,2020-01-04,2020,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.5051,-1.8043,0,Event recorded in Ashanti on 2020-01-04
GHA774,2020-01-05,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.8645,-1.8134,0,Event recorded in Ashanti on 2020-01-05
GHA775,2020-01-16,2020,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.5183,-1.951,0,Event recorded in Ashanti on 2020-01-16
GHA776,2020-01-17,2020,Riots,Riots,Ashanti,Ashanti,Ashanti,6.8229,-2.1193,0,Event recorded in Ashanti on 2020-01-17
GHA777,2020-01-19,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7303,-1.6286,0,Event recorded in Ashanti on 2020-01-19
GHA778,2020-01-22,2020,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,7.0631,-1.0861,0,Event recorded in Ashanti on 2020-01-22
GHA779,2020-01-23,2020,Riots,Riots,Ashanti,Ashanti,Ashanti,6.7534,-1.1896,0,Event recorded in Ashanti on 2020-01-23
GHA780,2020-02-18,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.6934,-1.3303,0,Event recorded in Ashanti on 2020-02-18
GHA781,2020-03-20,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.286,-1.7033,0,Event recorded in Ashanti on 2020-03-20
GHA782,2020-03-30,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.4434,-1.7423,0,Event recorded in Ashanti on 2020-03-30
GHA783,2020-04-05,2020,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,6.9093,-2.0279,0,Event recorded in Ashanti on 2020-04-05
GHA784,2020-05-08,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.4892,-1.6712,0,Event recorded in Ashanti on 2020-05-08
GHA785,2020-05-18,2020,Riots,Riots,Ashanti,Ashanti,Ashanti,6.0851,-1.6578,0,Event recorded in Ashanti on 2020-05-18
GHA786,2020-05-23,2020,Violence against civilians,Violence against civilians,Ashanti,Ashanti,Ashanti,6.4578,-0.8808,0,Event recorded in Ashanti on 2020-05-23
GHA787,2020-06-20,2020,Riots,Riots,Ashanti,Ashanti,Ashanti,6.5467,-1.9068,0,Event recorded in Ashanti on 2020-06-20
GHA788,2020-07-27,2020,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.1503,-1.8631,0,Event recorded in Ashanti on 2020-07-27
GHA789,2020-08-29,2020,Strategic developments,Strategic developments,Ashanti,Ashanti,Ashanti,6.7225,-2.0941,0,Event recorded in Ashanti on 2020-08-29
GHA790,2020-09-01,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.7665,-1.2624,0,Event recorded in Ashanti on 2020-09-01
GHA791,2020-09-24,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.9252,-1.787,0,Event recorded in Ashanti on 2020-09-24
GHA792,2020-10-05,2020,Protests,Protests,Ashanti,Ashanti,Ashanti,6.8556,-1.7369,0,Event recorded in Ashanti on 2020-10-05
GHA793,2020-10-13,2020,Flood displacement event,Flood displacement event,Ashanti,Ashanti,Ashanti,7.0038,-1.9191,0,Event recorded in Ashanti on 2020-10-13
