date,admin1,admin2,market,category,commodity,unit,pricetype,currency,price,usdprice
2012-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.87,2.23
2012-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.94,2.23
2012-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.17,2.09
2012-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.65,2.16
2012-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.29,2.09
2012-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.42,2.11
2012-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.7,1.97
2012-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.33,2.07
2012-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.41,1.91
2013-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.51,2.08
2013-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.5,2.24
2013-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.23,2.19
2013-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.87,2.12
2013-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.74,2.09
2013-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.59,2.06
2013-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.41,2.02
2013-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.61,2.2
2013-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.13,1.96
2013-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.18,1.96
2013-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.88,2.22
2013-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.48,2.15
2014-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.05,2.39
2014-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.25,2.41
2014-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.7,2.63
2014-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.29,2.4
2014-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.55,2.43
2014-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.98,2.64
2014-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.42,2.39
2014-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.89,2.61
2014-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.98,2.15
2014-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,14.79,2.27
2014-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.25,2.33
2014-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.31,2.48
2015-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.34,2.63
2015-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.53,2.34
2015-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.86,2.54
2015-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.96,2.69
2015-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.5,2.61
2015-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.98,2.38
2015-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.09,2.53
2015-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.73,2.47
2015-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.99,2.35
2015-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.96,2.48
2015-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.29,2.38
2015-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.86,2.45
2016-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.99,2.03
2016-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,13.77,1.99
2016-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,14.95,2.15
2016-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.47,2.22
2016-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,14.44,2.06
2016-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.77,2.24
2016-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.47,2.19
2016-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.01,2.26
2016-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.31,2.3
2016-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.69,2.34
2016-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.18,2.26
2016-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.54,2.17
2017-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.99,2.22
2017-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.76,2.46
2017-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.76,2.31
2017-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.1,2.21
2017-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.99,2.19
2017-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.69,2.14
2017-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.28,2.08
2017-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.71,2.4
2017-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.77,2.27
2017-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,15.4,2.07
2017-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.41,2.2
2017-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.64,2.36
2018-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.28,2.17
2018-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.04,2.13
2018-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.08,2.26
2018-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.41,2.3
2018-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.54,2.18
2018-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.48,2.16
2018-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.45,2.28
2018-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.16,2.11
2018-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.73,2.17
2018-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.15,2.22
2018-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.97,2.32
2018-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.02,2.19
2019-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.95,2.3
2019-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.55,2.37
2019-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.15,2.18
2019-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.51,2.6
2019-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.99,2.4
2019-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.04,2.28
2019-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.7,2.23
2019-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.43,2.19
2019-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.5,2.44
2019-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.26,2.28
2019-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.83,2.09
2019-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.64,2.06
2020-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.37,2.27
2020-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.46,2.27
2020-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.56,2.15
2020-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.07,2.09
2020-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.72,2.04
2020-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.9,2.18
2020-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.34,2.22
2020-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.39,2.34
2020-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.69,2.25
2020-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.88,2.39
2020-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.52,2.34
2020-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.5,2.33
2021-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.01,2.38
2021-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.82,2.12
2021-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.7,2.21
2021-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.6,2.55
2021-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.51,2.06
2021-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.13,2.24
2021-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.95,2.33
2021-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.72,2.07
2021-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.88,2.2
2021-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.65,2.51
2021-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.92,2.3
2021-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.25,2.22
2022-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.12,2.89
2022-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,24.23,2.78
2022-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,27.17,3.11
2022-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,23.87,2.72
2022-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,24.54,2.79
2022-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,23.4,2.65
2022-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,24.99,2.82
2022-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.23,2.84
2022-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,27.06,3.04
2022-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,24.32,2.72
2022-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,26.33,2.94
2022-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.9,2.89
2023-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.74,2.08
2023-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.01,2.22
2023-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.04,2.21
2023-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.66,2.5
2023-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.54,2.37
2023-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.19,2.32
2023-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.57,1.81
2023-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.15,2.09
2023-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.01,2.39
2023-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.14,2.4
2023-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.58,2.22
2023-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.47,2.31
2024-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.46,2.31
2024-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.76,2.33
2024-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.24,2.27
2024-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.6,2.41
2024-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.98,2.44
2024-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.8,2.21
2024-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.61,2.18
2024-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.11,2.23
2024-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.1,2.33
2024-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.51,2.36
2024-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,23.06,2.41
2024-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,23.33,2.44
2003-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.6,1.87
2003-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.66,1.87
2003-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.87,1.92
2003-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,4.99,1.62
2003-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,4.94,1.59
2003-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,4.95,1.58
2003-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.18,1.64
2003-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.54,1.74
2003-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.04,1.89
2003-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.44,1.69
2003-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.16,1.59
2003-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.7,1.74
2004-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.74,2.04
2004-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.52,1.96
2004-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.58,1.96
2004-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.99,1.77
2004-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.58,1.64
2004-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.37,1.57
2004-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.86,1.7
2004-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.3,1.81
2004-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.33,1.81
2004-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.56,1.86
2004-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.8,1.92
2004-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.74,1.89
2005-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.55,2.1
2005-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.56,2.09
2005-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.85,2.15
2005-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.03,1.91
2005-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.59,1.78
2005-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.27,1.68
2005-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.78,1.81
2005-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.65,2.03
2005-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.75,2.04
2005-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.36,1.92
2005-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.28,1.89
2005-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.43,1.92
2006-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.93,2.29
2006-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.0,2.29
2006-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.16,2.07
2006-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.6,1.91
2006-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.76,1.94
2006-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.14,1.77
2006-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.07,2.24
2006-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.82,2.16
2006-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.64,2.11
2006-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.21,1.99
2006-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.26,1.99
2006-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.73,2.09
2007-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.72,2.31
2007-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.72,2.54
2007-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.4,2.21
2007-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.85,2.07
2007-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.08,1.88
2007-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.58,1.98
2007-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.29,2.14
2007-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.39,2.37
2007-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.21,2.09
2007-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.59,1.94
2007-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.73,1.96
2007-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.61,2.15
2008-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.74,3.05
2008-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.23,3.14
2008-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.85,3.26
2008-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.9,2.6
2008-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.34,2.25
2008-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.58,2.5
2008-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.69,2.73
2008-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.59,2.69
2008-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.49,2.87
