date,adm1_name,adm2_name,rfh,rfh_avg,rfq,r1h,r1h_avg,r1q,r3h,r3h_avg,r3q
2003-11-27,Greater Accra,Ga East,6.12,4,51.7,18.35,12,46.5,55.06,36,41.3
2003-12-07,Greater Accra,Ga East,5.84,6,-2.6,17.52,18,-2.4,52.57,54,-2.1
2003-12-17,Greater Accra,Ga East,13.58,12,13.1,40.75,36,11.8,122.25,108,10.5
2003-12-27,Greater Accra,Ga East,0.94,2,-50.6,2.81,6,-45.5,8.44,18,-40.5
2004-01-06,Greater Accra,Ga East,3.54,3,17.3,10.61,9,15.5,31.82,27,13.8
2004-01-16,Greater Accra,Ga East,7.53,8,-5.8,22.6,24,-5.2,67.79,72,-4.6
2004-01-26,Greater Accra,Ga East,22.93,18,27.2,68.79,54,24.5,206.36,162,21.8
2004-02-05,Greater Accra,Ga East,36.91,28,31.7,110.72,84,28.5,332.15,252,25.4
2004-02-15,Greater Accra,Ga East,58.95,35,68.2,176.86,105,61.4,530.58,315,54.6
2004-02-25,Greater Accra,Ga East,23.19,20,15.9,69.56,60,14.3,208.69,180,12.7
2004-03-06,Greater Accra,Ga East,16.38,15,9.2,49.15,45,8.3,147.46,135,7.3
2004-03-16,Greater Accra,Ga East,26.31,25,5.2,78.94,75,4.7,236.81,225,4.2
2004-03-26,Greater Accra,Ga East,29.0,32,-9.4,86.99,96,-8.4,260.98,288,-7.5
2004-04-05,Greater Accra,Ga East,19.69,18,9.4,59.08,54,8.4,177.23,162,7.5
2004-04-15,Greater Accra,Ga East,7.26,8,-9.1,21.78,24,-8.2,65.35,72,-7.3
2004-04-25,Greater Accra,Ga East,4.25,4,6.2,12.76,12,5.5,38.27,36,4.9
2004-05-05,Greater Accra,Ga East,3.32,2,62.7,9.95,6,56.5,29.86,18,50.2
2004-05-15,Greater Accra,Ga East,0.25,1,-68.6,0.74,3,-61.8,2.21,9,-54.9
2004-05-25,Greater Accra,Ga East,3.14,2,54.3,9.42,6,48.9,28.26,18,43.4
2004-06-04,Greater Accra,Ga East,7.3,5,45.2,21.91,15,40.7,65.74,45,36.2
2004-06-14,Greater Accra,Ga East,11.59,12,-3.4,34.76,36,-3.1,104.28,108,-2.7
2004-06-24,Greater Accra,Ga East,2.7,8,-65.5,8.09,24,-58.9,24.26,72,-52.4
2004-07-04,Greater Accra,Ga East,3.94,5,-20.9,11.81,15,-18.8,35.43,45,-16.7
2004-07-14,Greater Accra,Ga East,4.62,3,52.3,13.86,9,47.1,41.59,27,41.8
2004-07-24,Greater Accra,Ga East,3.97,4,-0.8,11.9,12,-0.8,35.69,36,-0.7
2004-08-03,Greater Accra,Ga East,3.25,5,-34.3,9.75,15,-30.9,29.26,45,-27.4
2004-08-13,Greater Accra,Ga East,2.37,3,-20.4,7.11,9,-18.3,21.32,27,-16.3
2004-08-23,Greater Accra,Ga East,2.84,2,40.0,8.52,6,36.0,25.57,18,32.0
2004-09-02,Greater Accra,Ga East,2.55,2,26.0,7.64,6,23.4,22.92,18,20.8
2004-09-12,Greater Accra,Ga East,2.7,3,-9.6,8.1,9,-8.7,24.31,27,-7.7
2004-09-22,Greater Accra,Ga East,3.45,4,-13.4,10.35,12,-12.1,31.05,36,-10.7
2004-10-02,Greater Accra,Ga East,2.51,3,-15.8,7.53,9,-14.2,22.59,27,-12.6
2004-10-12,Greater Accra,Ga East,1.08,2,-43.9,3.23,6,-39.5,9.7,18,-35.1
2004-10-22,Greater Accra,Ga East,5.02,3,65.1,15.06,9,58.6,45.17,27,52.1
2004-11-01,Greater Accra,Ga East,2.6,3,-13.0,7.79,9,-11.7,23.37,27,-10.4
2004-11-11,Greater Accra,Ga East,3.22,2,58.0,9.65,6,52.2,28.95,18,46.4
2004-11-21,Greater Accra,Ga East,6.28,4,55.7,18.85,12,50.1,56.54,36,44.5
2004-12-01,Greater Accra,Ga East,8.0,6,32.7,23.99,18,29.5,71.97,54,26.2
2004-12-11,Greater Accra,Ga East,10.49,12,-12.5,31.47,36,-11.2,94.4,108,-10.0
2004-12-21,Greater Accra,Ga East,2.4,2,19.2,7.21,6,17.3,21.63,18,15.4
2004-12-31,Greater Accra,Ga East,2.97,3,-1.0,8.91,9,-0.9,26.73,27,-0.8
2005-01-10,Greater Accra,Ga East,5.74,8,-27.9,17.22,24,-25.1,51.67,72,-22.3
2005-01-20,Greater Accra,Ga East,19.62,18,9.0,58.87,54,8.1,176.6,162,7.2
2005-01-30,Greater Accra,Ga East,19.16,28,-31.5,57.47,84,-28.3,172.41,252,-25.2
2005-02-09,Greater Accra,Ga East,45.99,35,31.3,137.96,105,28.2,413.87,315,25.0
2005-02-19,Greater Accra,Ga East,17.44,20,-12.7,52.33,60,-11.4,157.0,180,-10.2
2005-03-01,Greater Accra,Ga East,15.85,15,5.7,47.56,45,5.1,142.69,135,4.5
2005-03-11,Greater Accra,Ga East,26.91,25,7.6,80.74,75,6.9,242.21,225,6.1
2005-03-21,Greater Accra,Ga East,29.8,32,-6.9,89.4,96,-6.2,268.19,288,-5.5
2005-03-31,Greater Accra,Ga East,20.93,18,16.2,62.8,54,14.6,188.4,162,13.0
2005-04-10,Greater Accra,Ga East,6.81,8,-14.7,20.44,24,-13.2,61.31,72,-11.7
2005-04-20,Greater Accra,Ga East,5.31,4,31.9,15.92,12,28.7,47.76,36,25.5
2005-04-30,Greater Accra,Ga East,0.65,2,-64.1,1.96,6,-57.7,5.89,18,-51.3
2005-05-10,Greater Accra,Ga East,1.09,1,8.6,3.28,3,7.8,9.85,9,6.9
2005-05-20,Greater Accra,Ga East,3.94,2,92.3,11.82,6,83.1,35.45,18,73.9
2005-05-30,Greater Accra,Ga East,3.25,5,-34.3,9.75,15,-30.9,29.24,45,-27.5
2005-06-09,Greater Accra,Ga East,9.63,12,-19.6,28.88,36,-17.6,86.65,108,-15.7
2005-06-19,Greater Accra,Ga East,9.28,8,15.9,27.85,24,14.3,83.56,72,12.7
2005-06-29,Greater Accra,Ga East,5.31,5,6.2,15.94,15,5.5,47.83,45,4.9
2005-07-09,Greater Accra,Ga East,3.44,3,14.1,10.31,9,12.7,30.94,27,11.3
2005-07-19,Greater Accra,Ga East,4.73,4,17.9,14.2,12,16.1,42.6,36,14.3
2005-07-29,Greater Accra,Ga East,6.11,5,21.8,18.33,15,19.6,55.0,45,17.4
2005-08-08,Greater Accra,Ga East,4.39,3,44.7,13.16,9,40.3,39.48,27,35.8
2005-08-18,Greater Accra,Ga East,2.41,2,19.5,7.23,6,17.6,21.69,18,15.6
2005-08-28,Greater Accra,Ga East,1.76,2,-11.5,5.28,6,-10.3,15.83,18,-9.2
2005-09-07,Greater Accra,Ga East,3.84,3,27.1,11.52,9,24.4,34.57,27,21.7
2005-09-17,Greater Accra,Ga East,6.85,4,69.5,20.55,12,62.6,61.65,36,55.6
2005-09-27,Greater Accra,Ga East,2.83,3,-5.3,8.5,9,-4.8,25.51,27,-4.3
2005-10-07,Greater Accra,Ga East,1.03,2,-46.4,3.08,6,-41.8,9.23,18,-37.1
2005-10-17,Greater Accra,Ga East,4.38,3,44.6,13.15,9,40.2,39.45,27,35.7
2005-10-27,Greater Accra,Ga East,2.85,3,-4.9,8.55,9,-4.4,25.65,27,-3.9
2005-11-06,Greater Accra,Ga East,0.0,2,-95.2,0.0,6,-85.7,0.0,18,-76.2
2005-11-16,Greater Accra,Ga East,5.27,4,31.0,15.81,12,27.9,47.44,36,24.8
2005-11-26,Greater Accra,Ga East,4.93,6,-17.6,14.79,18,-15.8,44.36,54,-14.0
2005-12-06,Greater Accra,Ga East,11.68,12,-2.6,35.05,36,-2.4,105.15,108,-2.1
2005-12-16,Greater Accra,Ga East,2.33,2,15.8,7.0,6,14.2,20.99,18,12.6
2005-12-26,Greater Accra,Ga East,3.24,3,7.7,9.71,9,6.9,29.14,27,6.1
2006-01-05,Greater Accra,Ga East,9.77,8,21.9,29.32,24,19.7,87.96,72,17.5
2006-01-15,Greater Accra,Ga East,15.82,18,-12.0,47.47,54,-10.8,142.4,162,-9.6
2006-01-25,Greater Accra,Ga East,31.85,28,13.7,95.54,84,12.3,286.63,252,11.0
2006-02-04,Greater Accra,Ga East,32.6,35,-6.8,97.8,105,-6.2,293.39,315,-5.5
2006-02-14,Greater Accra,Ga East,24.06,20,20.2,72.19,60,18.2,216.57,180,16.2
2006-02-24,Greater Accra,Ga East,17.62,15,17.3,52.85,45,15.6,158.54,135,13.9
2006-03-06,Greater Accra,Ga East,18.69,25,-25.2,56.06,75,-22.6,168.17,225,-20.1
2006-03-16,Greater Accra,Ga East,41.23,32,28.8,123.69,96,25.9,371.08,288,23.0
2006-03-26,Greater Accra,Ga East,15.32,18,-14.8,45.96,54,-13.3,137.88,162,-11.8
2006-04-05,Greater Accra,Ga East,10.02,8,24.9,30.06,24,22.4,90.18,72,20.0
2006-04-15,Greater Accra,Ga East,4.55,4,13.4,13.65,12,12.1,40.96,36,10.7
2006-04-25,Greater Accra,Ga East,3.84,2,87.5,11.51,6,78.8,34.54,18,70.0
2006-05-05,Greater Accra,Ga East,0.83,1,-15.2,2.5,3,-13.7,7.49,9,-12.2
2006-05-15,Greater Accra,Ga East,1.65,2,-16.6,4.95,6,-15.0,14.86,18,-13.3
2006-05-25,Greater Accra,Ga East,4.97,5,-0.7,14.9,15,-0.6,44.69,45,-0.5
2006-06-04,Greater Accra,Ga East,10.94,12,-8.8,32.82,36,-7.9,98.45,108,-7.0
2006-06-14,Greater Accra,Ga East,10.0,8,24.7,30.0,24,22.2,90.0,72,19.8
2006-06-24,Greater Accra,Ga East,2.17,5,-55.5,6.51,15,-49.9,19.54,45,-44.4
2006-07-04,Greater Accra,Ga East,1.68,3,-42.5,5.05,9,-38.2,15.15,27,-34.0
2006-07-14,Greater Accra,Ga East,2.4,4,-39.1,7.19,12,-35.2,21.58,36,-31.3
2006-07-24,Greater Accra,Ga East,6.66,5,32.6,19.99,15,29.3,59.97,45,26.1
2006-08-03,Greater Accra,Ga East,5.14,3,69.0,15.41,9,62.1,46.24,27,55.2
2006-08-13,Greater Accra,Ga East,1.9,2,-5.0,5.69,6,-4.5,17.06,18,-4.0
2006-08-23,Greater Accra,Ga East,1.83,2,-8.0,5.49,6,-7.2,16.48,18,-6.4
2006-09-02,Greater Accra,Ga East,3.09,3,2.8,9.26,9,2.5,27.79,27,2.3
2006-09-12,Greater Accra,Ga East,5.74,4,42.5,17.23,12,38.3,51.69,36,34.0
2006-09-22,Greater Accra,Ga East,1.84,3,-37.4,5.52,9,-33.7,16.57,27,-29.9
2006-10-02,Greater Accra,Ga East,2.24,2,11.4,6.72,6,10.2,20.15,18,9.1
2006-10-12,Greater Accra,Ga East,4.22,3,39.3,12.66,9,35.4,37.97,27,31.5
2006-10-22,Greater Accra,Ga East,3.63,3,20.2,10.88,9,18.2,32.64,27,16.2
2006-11-01,Greater Accra,Ga East,2.19,2,9.0,6.57,6,8.1,19.71,18,7.2
2006-11-11,Greater Accra,Ga East,5.5,4,36.6,16.5,12,33.0,49.51,36,29.3
2006-11-21,Greater Accra,Ga East,0.59,6,-88.6,1.78,18,-79.8,5.34,54,-70.9
2006-12-01,Greater Accra,Ga East,14.37,12,19.6,43.12,36,17.6,129.35,108,15.7
2006-12-11,Greater Accra,Ga East,1.35,2,-31.1,4.04,6,-28.0,12.11,18,-24.9
2006-12-21,Greater Accra,Ga East,0.71,3,-73.8,2.14,9,-66.4,6.41,27,-59.1
2006-12-31,Greater Accra,Ga East,9.28,8,15.8,27.83,24,14.2,83.5,72,12.6
2007-01-10,Greater Accra,Ga East,24.87,18,37.9,74.6,54,34.2,223.81,162,30.4
2007-01-20,Greater Accra,Ga East,26.97,28,-3.7,80.91,84,-3.3,242.72,252,-2.9
2007-01-30,Greater Accra,Ga East,43.81,35,25.1,131.44,105,22.6,394.33,315,20.1
2007-02-09,Greater Accra,Ga East,28.87,20,44.1,86.6,60,39.7,259.81,180,35.3
2007-02-19,Greater Accra,Ga East,20.59,15,37.0,61.77,45,33.3,185.3,135,29.6
2007-03-01,Greater Accra,Ga East,36.07,25,44.1,108.21,75,39.7,324.63,225,35.3
2007-03-11,Greater Accra,Ga East,38.31,32,19.7,114.92,96,17.7,344.77,288,15.7
2007-03-21,Greater Accra,Ga East,18.38,18,2.1,55.13,54,1.9,165.39,162,1.7
2007-03-31,Greater Accra,Ga East,4.0,8,-49.4,11.99,24,-44.5,35.96,72,-39.6
2007-04-10,Greater Accra,Ga East,3.63,4,-9.0,10.89,12,-8.1,32.68,36,-7.2
2007-04-20,Greater Accra,Ga East,1.16,2,-40.2,3.47,6,-36.1,10.41,18,-32.1
2007-04-30,Greater Accra,Ga East,2.63,1,148.0,7.88,3,133.2,23.65,9,118.4
2007-05-10,Greater Accra,Ga East,1.82,2,-8.4,5.47,6,-7.5,16.42,18,-6.7
2007-05-20,Greater Accra,Ga East,5.22,5,4.2,15.65,15,3.8,46.94,45,3.4
2007-05-30,Greater Accra,Ga East,13.93,12,16.0,41.79,36,14.4,125.37,108,12.8
2007-06-09,Greater Accra,Ga East,8.11,8,1.3,24.33,24,1.2,72.98,72,1.1
2007-06-19,Greater Accra,Ga East,7.97,5,58.2,23.9,15,52.3,71.7,45,46.5
2007-06-29,Greater Accra,Ga East,2.22,3,-25.1,6.67,9,-22.6,20.0,27,-20.1
2007-07-09,Greater Accra,Ga East,4.29,4,7.1,12.88,12,6.4,38.63,36,5.7
2007-07-19,Greater Accra,Ga East,3.7,5,-25.5,11.1,15,-22.9,33.31,45,-20.4
2007-07-29,Greater Accra,Ga East,1.35,3,-53.2,4.05,9,-47.9,12.15,27,-42.6
2007-08-08,Greater Accra,Ga East,1.39,2,-29.1,4.16,6,-26.2,12.49,18,-23.3
2007-08-18,Greater Accra,Ga East,1.96,2,-1.8,5.89,6,-1.6,17.67,18,-1.4
2007-08-28,Greater Accra,Ga East,2.46,3,-17.3,7.39,9,-15.6,22.17,27,-13.8
2007-09-07,Greater Accra,Ga East,2.96,4,-25.3,8.88,12,-22.8,26.65,36,-20.3
2007-09-17,Greater Accra,Ga East,1.24,3,-56.7,3.73,9,-51.0,11.18,27,-45.4
2007-09-27,Greater Accra,Ga East,1.92,2,-4.0,5.75,6,-3.6,17.25,18,-3.2
2007-10-07,Greater Accra,Ga East,1.12,3,-60.7,3.36,9,-54.6,10.07,27,-48.5
2007-10-17,Greater Accra,Ga East,3.95,3,30.6,11.85,9,27.6,35.55,27,24.5
2007-10-27,Greater Accra,Ga East,2.08,2,3.9,6.25,6,3.5,18.74,18,3.1
2007-11-06,Greater Accra,Ga East,1.81,4,-53.3,5.44,12,-48.0,16.32,36,-42.7
2007-11-16,Greater Accra,Ga East,5.38,6,-10.1,16.14,18,-9.1,48.43,54,-8.1
2007-11-26,Greater Accra,Ga East,9.37,12,-21.8,28.1,36,-19.6,84.31,108,-17.4
2007-12-06,Greater Accra,Ga East,2.32,2,15.2,6.96,6,13.7,20.87,18,12.2
2007-12-16,Greater Accra,Ga East,4.68,3,54.1,14.03,9,48.6,42.08,27,43.2
2007-12-26,Greater Accra,Ga East,3.31,8,-57.9,9.94,24,-52.1,29.81,72,-46.3
2008-01-05,Greater Accra,Ga East,18.58,18,3.2,55.73,54,2.9,167.18,162,2.5
2008-01-15,Greater Accra,Ga East,26.8,28,-4.3,80.4,84,-3.8,241.19,252,-3.4
2008-01-25,Greater Accra,Ga East,41.21,35,17.7,123.63,105,15.9,370.89,315,14.2
2008-02-04,Greater Accra,Ga East,21.17,20,5.8,63.52,60,5.3,190.55,180,4.7
2008-02-14,Greater Accra,Ga East,11.8,15,-21.2,35.41,45,-19.0,106.24,135,-16.9
2008-02-24,Greater Accra,Ga East,22.85,25,-8.6,68.54,75,-7.7,205.62,225,-6.9
2008-03-05,Greater Accra,Ga East,25.23,32,-21.1,75.7,96,-19.0,227.1,288,-16.9
2008-03-15,Greater Accra,Ga East,23.38,18,29.7,70.14,54,26.8,210.42,162,23.8
2008-03-25,Greater Accra,Ga East,8.05,8,0.7,24.16,24,0.6,72.48,72,0.5
2008-04-04,Greater Accra,Ga East,6.85,4,69.6,20.56,12,62.6,61.67,36,55.6
2008-04-14,Greater Accra,Ga East,1.94,2,-2.9,5.82,6,-2.6,17.45,18,-2.3
2008-04-24,Greater Accra,Ga East,0.47,1,-48.3,1.41,3,-43.5,4.22,9,-38.6
2008-05-04,Greater Accra,Ga East,0.49,2,-72.1,1.46,6,-64.9,4.38,18,-57.7
2008-05-14,Greater Accra,Ga East,1.84,5,-61.9,5.53,15,-55.7,16.6,45,-49.5
2008-05-24,Greater Accra,Ga East,6.46,12,-45.8,19.37,36,-41.2,58.1,108,-36.7
2008-06-03,Greater Accra,Ga East,8.67,8,8.2,26.0,24,7.4,78.01,72,6.6
2008-06-13,Greater Accra,Ga East,5.89,5,17.5,17.67,15,15.7,53.01,45,14.0
2008-06-23,Greater Accra,Ga East,1.02,3,-63.8,3.07,9,-57.4,9.21,27,-51.0
2008-07-03,Greater Accra,Ga East,5.34,4,32.7,16.03,12,29.5,48.08,36,26.2
2008-07-13,Greater Accra,Ga East,4.15,5,-16.6,12.46,15,-14.9,37.39,45,-13.3
2008-07-23,Greater Accra,Ga East,3.18,3,5.9,9.55,9,5.3,28.65,27,4.7
2008-08-02,Greater Accra,Ga East,3.61,2,76.8,10.84,6,69.1,32.51,18,61.4
2008-08-12,Greater Accra,Ga East,2.9,2,42.7,8.69,6,38.4,26.07,18,34.2
2008-08-22,Greater Accra,Ga East,2.66,3,-10.8,7.99,9,-9.7,23.98,27,-8.7
2008-09-01,Greater Accra,Ga East,2.66,4,-32.6,7.99,12,-29.3,23.97,36,-26.1
2008-09-11,Greater Accra,Ga East,0.31,3,-86.8,0.93,9,-78.1,2.79,27,-69.4
2008-09-21,Greater Accra,Ga East,1.28,2,-34.2,3.84,6,-30.8,11.53,18,-27.4
2008-10-01,Greater Accra,Ga East,2.74,3,-8.5,8.21,9,-7.7,24.62,27,-6.8
2008-10-11,Greater Accra,Ga East,1.77,3,-39.8,5.3,9,-35.8,15.89,27,-31.8
2008-10-21,Greater Accra,Ga East,1.87,2,-6.3,5.61,6,-5.6,16.82,18,-5.0
2008-10-31,Greater Accra,Ga East,4.12,4,2.8,12.35,12,2.5,37.04,36,2.2
2008-11-10,Greater Accra,Ga East,5.55,6,-7.4,16.65,18,-6.6,49.95,54,-5.9
2008-11-20,Greater Accra,Ga East,9.72,12,-18.8,29.17,36,-16.9,87.52,108,-15.0
2008-11-30,Greater Accra,Ga East,2.17,2,8.0,6.51,6,7.2,19.52,18,6.4
2008-12-10,Greater Accra,Ga East,3.55,3,17.8,10.66,9,16.0,31.97,27,14.3
2008-12-20,Greater Accra,Ga East,5.27,8,-33.7,15.82,24,-30.3,47.47,72,-26.9
2008-12-30,Greater Accra,Ga East,25.05,18,39.0,75.16,54,35.1,225.49,162,31.2
2009-01-09,Greater Accra,Ga East,27.26,28,-2.6,81.78,84,-2.4,245.35,252,-2.1
2009-01-19,Greater Accra,Ga East,35.17,35,0.5,105.52,105,0.4,316.57,315,0.4
2009-01-29,Greater Accra,Ga East,23.9,20,19.4,71.69,60,17.4,215.06,180,15.5
2009-02-08,Greater Accra,Ga East,15.99,15,6.6,47.97,45,5.9,143.92,135,5.3
2009-02-18,Greater Accra,Ga East,31.43,25,25.6,94.3,75,23.1,282.9,225,20.5
2009-02-28,Greater Accra,Ga East,34.44,32,7.6,103.32,96,6.8,309.96,288,6.1
2009-03-10,Greater Accra,Ga East,14.94,18,-16.9,44.81,54,-15.2,134.44,162,-13.5
2009-03-20,Greater Accra,Ga East,8.9,8,11.2,26.71,24,10.0,80.13,72,8.9
2009-03-30,Greater Accra,Ga East,2.28,4,-41.8,6.85,12,-37.7,20.56,36,-33.5
2009-04-09,Greater Accra,Ga East,2.11,2,5.2,6.33,6,4.7,18.98,18,4.1
2009-04-19,Greater Accra,Ga East,0.98,1,-2.3,2.93,3,-2.0,8.78,9,-1.8
2009-04-29,Greater Accra,Ga East,1.79,2,-9.9,5.38,6,-8.9,16.13,18,-7.9
2009-05-09,Greater Accra,Ga East,4.78,5,-4.4,14.33,15,-4.0,42.98,45,-3.5
2009-05-19,Greater Accra,Ga East,5.41,12,-54.4,16.24,36,-49.0,48.72,108,-43.5
2009-05-29,Greater Accra,Ga East,6.63,8,-16.9,19.88,24,-15.2,59.65,72,-13.5
2009-06-08,Greater Accra,Ga East,5.16,5,3.2,15.49,15,2.9,46.46,45,2.5
2009-06-18,Greater Accra,Ga East,3.2,3,6.4,9.6,9,5.8,28.8,27,5.2
2009-06-28,Greater Accra,Ga East,2.46,4,-37.6,7.38,12,-33.8,22.13,36,-30.1
2009-07-08,Greater Accra,Ga East,7.21,5,43.4,21.64,15,39.1,64.93,45,34.7
2009-07-18,Greater Accra,Ga East,1.92,3,-34.9,5.75,9,-31.4,17.26,27,-27.9
2009-07-28,Greater Accra,Ga East,2.97,2,46.2,8.91,6,41.5,26.73,18,36.9
2009-08-07,Greater Accra,Ga East,2.43,2,20.3,7.28,6,18.3,21.84,18,16.3
2009-08-17,Greater Accra,Ga East,2.19,3,-26.1,6.58,9,-23.5,19.73,27,-20.8
2009-08-27,Greater Accra,Ga East,6.66,4,65.0,19.99,12,58.5,59.97,36,52.0
2009-09-06,Greater Accra,Ga East,1.51,3,-48.1,4.52,9,-43.3,13.57,27,-38.5
2009-09-16,Greater Accra,Ga East,2.92,2,43.8,8.76,6,39.4,26.27,18,35.0
2009-09-26,Greater Accra,Ga East,4.25,3,40.3,12.75,9,36.3,38.26,27,32.3
2009-10-06,Greater Accra,Ga East,2.16,3,-27.0,6.49,9,-24.3,19.46,27,-21.6
2009-10-16,Greater Accra,Ga East,3.39,2,66.3,10.18,6,59.7,30.53,18,53.0
2009-10-26,Greater Accra,Ga East,3.62,4,-9.1,10.87,12,-8.2,32.62,36,-7.3
2009-11-05,Greater Accra,Ga East,6.58,6,9.5,19.73,18,8.5,59.2,54,7.6
2009-11-15,Greater Accra,Ga East,12.91,12,7.5,38.73,36,6.8,116.2,108,6.0
2009-11-25,Greater Accra,Ga East,1.87,2,-6.4,5.6,6,-5.8,16.79,18,-5.1
2009-12-05,Greater Accra,Ga East,4.01,3,32.7,12.04,9,29.4,36.12,27,26.2
2009-12-15,Greater Accra,Ga East,9.98,8,24.5,29.95,24,22.0,89.85,72,19.6
2009-12-25,Greater Accra,Ga East,9.26,18,-48.3,27.77,54,-43.5,83.32,162,-38.6
2010-01-04,Greater Accra,Ga East,37.78,28,34.8,113.35,84,31.3,340.04,252,27.9
2010-01-14,Greater Accra,Ga East,19.62,35,-43.8,58.87,105,-39.4,176.6,315,-35.0
2010-01-24,Greater Accra,Ga East,25.68,20,28.3,77.04,60,25.4,231.11,180,22.6
2010-02-03,Greater Accra,Ga East,19.79,15,31.7,59.37,45,28.5,178.1,135,25.4
2010-02-13,Greater Accra,Ga East,17.64,25,-29.3,52.91,75,-26.4,158.72,225,-23.5
2010-02-23,Greater Accra,Ga East,28.51,32,-10.9,85.52,96,-9.8,256.57,288,-8.7
2010-03-05,Greater Accra,Ga East,12.47,18,-30.5,37.41,54,-27.5,112.24,162,-24.4
2010-03-15,Greater Accra,Ga East,7.46,8,-6.6,22.39,24,-6.0,67.16,72,-5.3
2010-03-25,Greater Accra,Ga East,3.54,4,-11.3,10.61,12,-10.1,31.84,36,-9.0
2010-04-04,Greater Accra,Ga East,2.78,2,37.1,8.34,6,33.4,25.02,18,29.7
2010-04-14,Greater Accra,Ga East,1.98,1,89.3,5.95,3,80.4,17.84,9,71.5
2010-04-24,Greater Accra,Ga East,3.4,2,66.5,10.19,6,59.8,30.56,18,53.2
2010-05-04,Greater Accra,Ga East,4.02,5,-19.3,12.05,15,-17.4,36.15,45,-15.4
2010-05-14,Greater Accra,Ga East,11.27,12,-6.1,33.8,36,-5.4,101.41,108,-4.8
2010-05-24,Greater Accra,Ga East,3.79,8,-52.0,11.37,24,-46.8,34.12,72,-41.6
2010-06-03,Greater Accra,Ga East,3.59,5,-27.7,10.77,15,-24.9,32.31,45,-22.1
2010-06-13,Greater Accra,Ga East,4.21,3,38.9,12.62,9,35.0,37.85,27,31.1
2010-06-23,Greater Accra,Ga East,6.42,4,59.1,19.27,12,53.2,57.81,36,47.3
2010-07-03,Greater Accra,Ga East,2.84,5,-42.4,8.52,15,-38.1,25.56,45,-33.9
2010-07-13,Greater Accra,Ga East,2.26,3,-23.9,6.78,9,-21.5,20.33,27,-19.1
2010-07-23,Greater Accra,Ga East,1.97,2,-1.3,5.92,6,-1.1,17.76,18,-1.0
2010-08-02,Greater Accra,Ga East,2.28,2,13.3,6.84,6,12.0,20.52,18,10.7
2010-08-12,Greater Accra,Ga East,1.99,3,-32.6,5.96,9,-29.4,17.89,27,-26.1
2010-08-22,Greater Accra,Ga East,4.64,4,15.5,13.91,12,14.0,41.72,36,12.4
2010-09-01,Greater Accra,Ga East,2.41,3,-19.1,7.22,9,-17.2,21.67,27,-15.3
2010-09-11,Greater Accra,Ga East,1.99,2,-0.7,5.96,6,-0.6,17.87,18,-0.6
2010-09-21,Greater Accra,Ga East,3.68,3,22.0,11.05,9,19.8,33.15,27,17.6
2010-10-01,Greater Accra,Ga East,3.01,3,0.3,9.02,9,0.2,27.07,27,0.2
2010-10-11,Greater Accra,Ga East,1.56,2,-20.8,4.69,6,-18.7,14.07,18,-16.6
2010-10-21,Greater Accra,Ga East,3.84,4,-4.0,11.51,12,-3.6,34.52,36,-3.2
2010-10-31,Greater Accra,Ga East,5.82,6,-2.9,17.47,18,-2.6,52.41,54,-2.3
2010-11-10,Greater Accra,Ga East,10.7,12,-10.7,32.11,36,-9.6,96.34,108,-8.6
2010-11-20,Greater Accra,Ga East,1.74,2,-12.3,5.22,6,-11.1,15.67,18,-9.9
2010-11-30,Greater Accra,Ga East,5.0,3,64.5,14.99,9,58.0,44.98,27,51.6
2010-12-10,Greater Accra,Ga East,9.4,8,17.3,28.21,24,15.6,84.62,72,13.8
2010-12-20,Greater Accra,Ga East,16.52,18,-8.2,49.57,54,-7.3,148.7,162,-6.5
2010-12-30,Greater Accra,Ga East,33.23,28,18.6,99.68,84,16.7,299.04,252,14.9
2011-01-09,Greater Accra,Ga East,31.91,35,-8.8,95.74,105,-7.9,287.21,315,-7.0
2011-01-19,Greater Accra,Ga East,26.45,20,32.1,79.36,60,28.9,238.07,180,25.7
2011-01-29,Greater Accra,Ga East,16.57,15,10.4,49.71,45,9.4,149.14,135,8.3
2011-02-08,Greater Accra,Ga East,24.28,25,-2.9,72.83,75,-2.6,218.48,225,-2.3
2011-02-18,Greater Accra,Ga East,35.81,32,11.9,107.42,96,10.7,322.25,288,9.5
2011-02-28,Greater Accra,Ga East,10.15,18,-43.4,30.44,54,-39.1,91.31,162,-34.7
2011-03-10,Greater Accra,Ga East,5.18,8,-34.8,15.55,24,-31.3,46.65,72,-27.8
2011-03-20,Greater Accra,Ga East,2.21,4,-43.7,6.63,12,-39.3,19.88,36,-34.9
2011-03-30,Greater Accra,Ga East,2.14,2,6.8,6.43,6,6.1,19.29,18,5.4
2011-04-09,Greater Accra,Ga East,2.3,1,118.1,6.9,3,106.3,20.69,9,94.5
2011-04-19,Greater Accra,Ga East,4.23,2,106.3,12.69,6,95.6,38.08,18,85.0
2011-04-29,Greater Accra,Ga East,6.12,5,21.9,18.35,15,19.7,55.05,45,17.5
2011-05-09,Greater Accra,Ga East,13.75,12,14.5,41.26,36,13.0,123.78,108,11.6
2011-05-19,Greater Accra,Ga East,3.5,8,-55.6,10.49,24,-50.0,31.48,72,-44.5
2011-05-29,Greater Accra,Ga East,4.05,5,-18.6,12.15,15,-16.8,36.45,45,-14.9
2011-06-08,Greater Accra,Ga East,2.02,3,-31.8,6.05,9,-28.6,18.14,27,-25.4
